ResSvcID,ResID,RoomNumber,SvcID,DateTime,ChargeID
606,993,264,3,2017-11-20 23:59:56,2
607,28,227,5,2017-10-24 19:59:05,2
608,485,571,4,2017-11-11 11:25:28,2
609,25,529,1,2017-11-03 12:02:45,2
610,761,155,2,2017-10-23 08:23:38,2
611,302,166,5,2017-10-21 23:57:02,2
612,54,279,2,2017-10-17 01:53:43,2
613,207,334,4,2017-11-09 17:13:27,2
614,805,412,4,2017-11-01 03:19:43,2
615,424,529,5,2017-11-06 04:58:53,2
616,187,445,3,2017-10-22 15:29:30,2
617,379,143,4,2017-10-22 04:04:35,2
618,721,157,5,2017-11-05 08:46:13,2
619,60,319,5,2017-11-07 06:14:56,2
620,743,425,3,2017-10-20 14:45:57,2
621,61,571,3,2017-10-23 17:58:12,2
622,89,246,1,2017-10-23 10:54:19,2
623,116,386,5,2017-11-18 20:06:17,2
624,753,492,4,2017-10-18 18:39:00,2
625,908,171,3,2017-11-13 01:16:55,2
626,163,108,2,2017-10-24 02:04:12,2
627,251,480,4,2017-10-20 07:35:58,2
628,195,506,3,2017-10-22 01:27:45,2
629,963,205,1,2017-10-29 19:03:29,2
630,329,346,4,2017-10-26 06:34:41,2
631,443,406,2,2017-10-28 04:38:50,2
632,49,129,5,2017-10-19 13:00:14,2
633,26,520,1,2017-11-02 06:48:39,2
634,550,544,3,2017-11-11 16:28:39,2
635,93,340,2,2017-10-20 13:08:40,2
636,245,572,1,2017-11-02 22:31:15,2
637,610,110,5,2017-10-18 17:11:00,2
638,452,527,3,2017-11-07 08:25:44,2
639,707,500,2,2017-10-22 00:13:29,2
640,948,415,4,2017-10-26 16:50:45,2
641,752,256,3,2017-10-28 04:36:14,2
642,933,241,3,2017-11-10 20:51:02,2
643,322,545,4,2017-10-23 17:28:45,2
644,956,372,3,2017-10-24 06:26:54,2
645,576,220,2,2017-11-08 00:21:14,2
646,504,491,1,2017-11-12 16:32:18,2
647,159,367,5,2017-11-11 18:59:34,2
648,234,459,2,2017-11-06 02:28:45,2
649,235,480,5,2017-11-01 19:30:38,2
650,283,480,4,2017-10-30 01:35:23,2
651,956,372,2,2017-10-27 15:33:07,2
652,144,252,5,2017-11-08 00:06:27,2
653,115,138,2,2017-11-03 10:37:10,2
654,165,440,3,2017-10-26 13:07:17,2
655,176,532,3,2017-11-07 12:25:54,2
656,890,487,5,2017-10-27 18:07:34,2
657,527,266,1,2017-11-01 16:01:21,2
658,154,179,1,2017-10-29 18:35:28,2
659,98,494,3,2017-11-04 22:43:27,2
660,571,290,2,2017-11-09 21:20:02,2
661,75,189,5,2017-10-24 19:14:34,2
662,720,388,5,2017-10-23 01:17:43,2
663,204,539,3,2017-10-20 03:58:22,2
664,166,507,1,2017-11-11 15:12:41,2
665,37,489,1,2017-10-31 02:29:51,2
666,351,485,1,2017-10-23 17:14:52,2
667,479,579,1,2017-10-21 13:11:46,2
668,65,268,4,2017-11-07 20:05:36,2
669,57,390,4,2017-11-02 10:31:54,2
670,989,427,1,2017-11-15 04:53:13,2
671,365,483,5,2017-11-01 08:12:34,2
672,445,157,5,2017-11-15 13:37:13,2
673,882,225,3,2017-11-04 13:02:08,2
674,196,379,4,2017-10-23 07:28:13,2
675,613,228,2,2017-11-13 03:27:27,2
676,243,272,2,2017-10-17 23:14:31,2
677,200,541,2,2017-10-22 21:07:00,2
678,475,257,1,2017-11-02 07:04:19,2
679,162,226,2,2017-11-05 19:01:26,2
680,491,340,2,2017-11-16 10:37:35,2
681,404,143,5,2017-10-30 03:26:30,2
682,41,264,4,2017-11-09 02:59:08,2
683,80,296,3,2017-11-12 22:24:30,2
684,592,183,1,2017-11-06 00:20:58,2
685,226,487,4,2017-11-08 17:16:01,2
686,10,145,2,2017-10-31 23:55:20,2
687,164,492,4,2017-11-12 23:44:14,2
688,946,280,4,2017-11-01 09:25:00,2
689,91,166,4,2017-10-25 04:42:56,2
690,186,269,1,2017-10-28 14:30:35,2
691,791,299,4,2017-11-02 22:14:40,2
692,300,372,1,2017-11-12 21:22:31,2
693,817,570,2,2017-11-09 01:35:03,2
694,165,440,2,2017-10-24 02:26:09,2
695,111,331,2,2017-10-18 20:50:37,2
696,66,232,5,2017-10-22 22:51:17,2
697,368,558,3,2017-10-29 03:02:47,2
698,368,558,5,2017-10-30 20:34:24,2
699,509,197,1,2017-11-07 22:14:05,2
700,496,438,5,2017-11-13 13:12:13,2
701,708,594,4,2017-11-08 23:35:09,2
702,685,485,5,2017-11-03 04:20:44,2
703,732,532,5,2017-11-02 00:42:21,2
704,820,526,4,2017-11-13 01:24:13,2
705,672,436,1,2017-11-10 20:00:14,2
706,262,296,2,2017-11-06 09:14:28,2
707,684,130,2,2017-10-30 12:39:13,2
708,348,195,5,2017-11-06 05:39:31,2
709,353,360,2,2017-10-21 10:22:35,2
710,434,162,3,2017-11-05 01:51:38,2
711,126,242,2,2017-11-05 03:31:11,2
712,534,430,5,2017-11-18 18:56:50,2
713,758,596,4,2017-10-29 10:14:19,2
714,68,567,2,2017-10-25 14:25:47,2
715,900,598,5,2017-11-04 13:36:13,2
716,135,100,3,2017-11-13 16:04:44,2
717,633,124,5,2017-10-27 19:10:18,2
718,131,182,4,2017-11-11 23:47:29,2
719,910,203,4,2017-11-06 17:01:00,2
720,678,148,1,2017-11-10 01:12:42,2
721,592,183,5,2017-11-05 07:51:54,2
722,303,433,1,2017-10-30 16:51:20,2
723,199,437,5,2017-11-08 03:18:12,2
724,814,272,5,2017-10-26 18:02:49,2
725,175,548,1,2017-11-14 14:25:31,2
726,440,203,4,2017-10-29 09:50:56,2
727,336,150,5,2017-10-28 14:47:21,2
728,893,351,4,2017-11-03 11:37:38,2
729,730,224,3,2017-11-12 23:28:32,2
730,587,491,5,2017-11-06 01:46:05,2
731,303,433,4,2017-10-30 17:22:16,2
732,927,317,4,2017-11-13 06:48:47,2
733,346,412,4,2017-10-29 09:33:00,2
734,232,555,4,2017-11-05 06:24:10,2
735,560,475,2,2017-10-24 20:26:26,2
736,363,514,5,2017-11-10 04:45:43,2
737,63,125,1,2017-11-10 20:14:41,2
738,584,357,2,2017-10-31 10:39:51,2
739,235,480,3,2017-10-31 19:32:50,2
740,294,444,2,2017-10-25 18:06:30,2
741,566,163,5,2017-10-23 19:16:27,2
742,746,389,2,2017-10-22 04:03:40,2
743,610,110,4,2017-10-19 05:45:09,2
744,564,236,4,2017-10-24 02:42:38,2
745,731,318,2,2017-10-25 23:34:50,2
746,208,267,3,2017-10-28 10:58:14,2
747,592,183,1,2017-11-05 04:44:17,2
748,443,406,4,2017-10-28 05:28:57,2
749,173,233,5,2017-11-06 11:53:11,2
750,567,273,5,2017-10-28 03:32:22,2
751,657,302,1,2017-11-04 05:20:55,2
752,473,455,1,2017-11-12 07:04:20,2
753,968,570,4,2017-10-30 14:32:38,2
754,740,513,2,2017-11-08 01:34:42,2
755,950,411,3,2017-11-07 20:03:09,2
756,582,309,3,2017-10-23 13:04:47,2
757,753,492,4,2017-10-20 06:56:05,2
758,425,210,2,2017-10-30 20:25:12,2
759,267,417,2,2017-11-02 08:42:23,2
760,746,389,1,2017-10-21 00:02:51,2
761,759,261,5,2017-11-08 02:21:50,2
762,633,124,2,2017-10-29 10:41:48,2
763,30,308,1,2017-11-05 00:30:20,2
764,240,163,2,2017-10-21 01:11:43,2
765,140,306,4,2017-11-03 19:39:42,2
766,958,413,5,2017-11-02 20:44:12,2
767,186,269,5,2017-10-28 09:48:20,2
768,470,311,1,2017-10-30 01:46:07,2
769,910,203,1,2017-11-07 16:18:35,2
770,746,389,3,2017-10-21 06:22:24,2
771,132,175,4,2017-10-18 07:45:01,2
772,707,500,3,2017-10-19 22:14:55,2
773,324,493,3,2017-10-24 11:10:07,2
774,312,219,5,2017-10-24 03:06:17,2
775,819,363,5,2017-11-03 06:33:14,2
776,137,586,4,2017-11-13 00:50:55,2
777,929,553,5,2017-10-31 11:53:32,2
778,80,296,4,2017-11-12 01:35:37,2
779,669,426,4,2017-11-15 14:43:43,2
780,989,427,1,2017-11-14 23:03:25,2
781,657,302,3,2017-10-31 08:43:11,2
782,990,586,3,2017-11-12 23:28:18,2
783,263,238,5,2017-11-07 14:34:43,2
784,785,564,5,2017-10-17 15:07:35,2
785,277,276,5,2017-10-24 09:45:14,2
786,82,265,1,2017-10-24 13:01:17,2
787,436,119,3,2017-10-24 13:43:05,2
788,310,322,1,2017-10-31 11:29:26,2
789,11,523,5,2017-11-13 07:58:28,2
790,785,564,4,2017-10-18 22:04:20,2
791,28,227,4,2017-10-23 19:06:49,2
792,266,468,3,2017-11-06 06:13:57,2
793,52,390,1,2017-10-24 20:32:55,2
794,459,191,2,2017-10-31 15:11:26,2
795,578,379,1,2017-10-22 23:34:38,2
796,381,568,4,2017-11-08 18:21:56,2
797,12,506,1,2017-10-27 16:20:56,2
798,808,438,4,2017-10-31 18:55:03,2
799,397,274,1,2017-11-16 11:50:40,2
800,116,386,4,2017-11-15 23:59:07,2
801,250,519,4,2017-11-12 15:48:25,2
802,498,483,3,2017-10-29 00:43:42,2
803,20,582,5,2017-10-18 19:36:24,2
804,334,570,1,2017-10-31 20:14:46,2
805,512,432,4,2017-10-27 19:49:14,2
806,473,455,4,2017-11-10 17:01:10,2
807,808,438,2,2017-10-28 18:20:36,2
808,254,451,2,2017-10-29 03:30:43,2
809,28,227,4,2017-10-21 14:31:52,2
810,802,338,5,2017-10-22 22:16:29,2
811,83,177,3,2017-10-26 18:15:08,2
812,82,265,5,2017-10-22 08:16:31,2
813,317,191,4,2017-10-25 23:59:31,2
814,313,314,5,2017-11-02 14:47:51,2
815,852,527,5,2017-10-19 07:06:19,2
816,14,273,4,2017-11-10 07:02:21,2
817,309,225,2,2017-11-06 02:41:45,2
818,784,404,1,2017-10-27 08:49:59,2
819,869,244,4,2017-11-05 18:55:44,2
820,257,399,5,2017-10-29 09:25:34,2
821,831,559,2,2017-10-19 22:06:52,2
822,596,386,4,2017-10-22 14:48:17,2
823,190,496,3,2017-11-08 10:10:17,2
824,271,381,2,2017-11-07 21:33:20,2
825,180,473,5,2017-11-05 15:33:12,2
826,403,559,4,2017-10-28 05:24:39,2
827,294,444,3,2017-10-21 05:20:00,2
828,403,559,5,2017-10-28 14:06:17,2
829,489,341,3,2017-11-14 22:02:36,2
830,807,412,3,2017-10-30 01:58:12,2
831,416,365,4,2017-11-09 20:09:20,2
832,642,382,1,2017-11-02 08:03:24,2
833,466,144,4,2017-10-20 20:06:47,2
834,53,102,5,2017-10-24 22:13:55,2
835,63,125,4,2017-11-10 09:59:54,2
836,105,407,4,2017-10-27 04:02:17,2
837,740,513,2,2017-11-02 06:43:27,2
838,532,467,5,2017-11-05 16:08:07,2
839,584,357,3,2017-10-31 15:49:51,2
840,300,372,3,2017-11-13 11:40:25,2
841,33,272,5,2017-10-21 12:10:14,2
842,603,176,1,2017-11-13 16:24:33,2
843,630,156,5,2017-10-26 17:09:38,2
844,646,465,2,2017-10-26 23:24:33,2
845,279,233,1,2017-11-08 18:02:00,2
846,192,343,1,2017-10-31 22:14:57,2
847,663,268,2,2017-11-15 12:52:09,2
848,760,525,2,2017-11-07 17:13:08,2
849,260,572,4,2017-10-26 00:35:34,2
850,280,217,2,2017-10-22 13:05:50,2
851,425,210,3,2017-10-29 06:55:48,2
852,186,269,1,2017-10-29 22:01:27,2
853,950,411,5,2017-11-12 06:22:30,2
854,336,150,1,2017-10-28 10:02:21,2
855,216,141,3,2017-10-27 20:10:05,2
856,608,506,3,2017-10-17 19:20:20,2
857,436,119,5,2017-10-27 00:45:11,2
858,358,260,1,2017-11-12 19:36:30,2
859,441,110,2,2017-11-11 14:56:08,2
860,57,390,5,2017-10-31 16:32:37,2
861,501,410,2,2017-10-30 11:48:28,2
862,732,532,4,2017-11-03 17:33:01,2
863,24,419,2,2017-11-11 04:36:59,2
864,987,177,2,2017-10-30 20:07:17,2
865,195,506,2,2017-10-23 12:51:04,2
866,254,451,4,2017-10-28 08:40:56,2
867,228,467,1,2017-10-20 05:24:17,2
868,536,154,2,2017-10-27 09:02:13,2
869,306,228,1,2017-10-19 06:17:55,2
870,259,466,4,2017-10-22 17:24:30,2
871,45,280,1,2017-10-17 17:16:13,2
872,928,581,3,2017-11-11 23:39:21,2
873,741,421,3,2017-11-14 08:55:36,2
874,442,102,1,2017-11-14 03:39:17,2
875,829,544,4,2017-10-22 21:18:27,2
876,141,123,5,2017-10-22 00:57:49,2
877,300,372,5,2017-11-14 15:23:08,2
878,949,405,1,2017-11-02 19:43:31,2
879,962,282,4,2017-10-30 18:27:13,2
880,296,283,2,2017-11-10 03:51:58,2
881,782,224,3,2017-10-20 10:31:26,2
882,823,227,5,2017-11-03 17:35:06,2
883,140,306,4,2017-10-28 06:16:19,2
884,181,477,4,2017-11-14 13:36:59,2
885,133,523,2,2017-10-28 06:06:45,2
886,879,196,4,2017-10-21 22:23:27,2
887,642,382,5,2017-11-02 13:23:27,2
888,294,444,1,2017-10-21 05:34:34,2
889,572,196,5,2017-11-11 18:38:46,2
890,243,272,5,2017-10-20 19:32:28,2
891,344,487,2,2017-10-20 04:52:27,2
892,274,416,5,2017-10-20 10:46:33,2
893,636,177,1,2017-11-07 18:01:30,2
894,84,557,1,2017-11-08 18:39:10,2
895,255,194,5,2017-10-27 19:19:40,2
896,946,280,5,2017-10-30 22:57:04,2
897,506,451,3,2017-10-20 13:11:05,2
898,192,343,3,2017-10-31 02:38:24,2
899,898,300,3,2017-10-31 01:08:56,2
900,248,181,1,2017-10-27 03:49:35,2
901,347,142,2,2017-10-27 21:39:13,2
902,488,235,2,2017-10-30 23:04:46,2
903,150,474,5,2017-10-24 15:56:19,2
904,553,394,3,2017-11-01 03:51:03,2
905,905,484,1,2017-11-08 22:06:11,2
906,637,452,5,2017-10-28 18:08:01,2
907,960,482,3,2017-10-26 19:04:57,2
908,523,225,3,2017-11-12 02:19:51,2
909,245,572,5,2017-10-31 09:43:53,2
910,688,392,2,2017-11-04 21:54:24,2
911,635,419,3,2017-10-24 05:51:23,2
912,205,245,2,2017-10-24 01:27:13,2
913,331,476,1,2017-10-31 14:41:10,2
914,687,198,2,2017-11-12 17:20:50,2
915,919,345,5,2017-11-02 00:35:42,2
916,367,560,4,2017-11-10 18:50:53,2
917,251,480,1,2017-10-23 02:14:48,2
918,126,242,4,2017-11-02 12:40:32,2
919,313,314,3,2017-11-02 08:21:36,2
920,650,502,5,2017-11-05 17:52:13,2
921,511,106,5,2017-10-27 05:02:02,2
922,72,557,5,2017-10-21 14:19:29,2
923,450,139,3,2017-11-06 17:03:12,2
924,242,389,2,2017-10-23 20:49:13,2
925,441,110,2,2017-11-11 10:44:47,2
926,436,119,4,2017-10-28 08:14:58,2
927,587,491,1,2017-11-04 11:30:13,2
928,341,565,1,2017-11-06 01:19:21,2
929,82,265,3,2017-10-22 16:43:35,2
930,103,591,3,2017-10-18 06:02:54,2
931,19,574,5,2017-10-21 02:51:42,2
932,250,519,2,2017-11-12 00:33:21,2
933,795,113,3,2017-10-28 06:46:42,2
934,203,114,2,2017-11-15 01:42:56,2
935,638,140,2,2017-10-26 04:22:07,2
936,235,480,4,2017-11-01 12:34:49,2
937,707,500,5,2017-10-19 04:36:45,2
938,374,546,4,2017-10-20 15:42:21,2
939,686,574,2,2017-11-04 06:24:44,2
940,594,393,4,2017-10-27 09:10:04,2
941,720,388,2,2017-10-24 09:00:08,2
942,347,142,4,2017-10-27 14:40:13,2
943,140,306,5,2017-10-28 11:52:15,2
944,479,579,2,2017-10-20 23:18:03,2
945,142,500,4,2017-11-12 02:59:22,2
946,317,191,3,2017-10-26 16:21:32,2
947,728,573,1,2017-10-19 11:31:43,2
948,423,263,1,2017-10-25 23:42:23,2
949,618,101,5,2017-10-20 21:52:23,2
950,331,476,1,2017-10-30 18:06:38,2
951,245,572,2,2017-10-31 16:18:16,2
952,637,452,1,2017-10-27 12:01:18,2
953,23,172,5,2017-10-27 04:04:24,2
954,669,426,3,2017-11-14 02:55:42,2
955,383,252,3,2017-10-26 21:22:15,2
956,979,200,4,2017-10-24 16:28:20,2
957,418,291,5,2017-10-31 11:03:26,2
958,218,490,1,2017-11-16 23:13:54,2
959,937,137,1,2017-11-07 13:30:25,2
960,141,123,1,2017-10-22 12:16:06,2
961,800,331,3,2017-11-04 02:41:07,2
962,430,100,1,2017-11-03 16:17:28,2
963,140,306,1,2017-11-04 13:07:53,2
964,701,542,5,2017-10-30 15:39:44,2
965,412,508,2,2017-11-18 03:34:54,2
966,257,399,5,2017-10-27 17:35:10,2
967,840,373,4,2017-11-02 10:58:08,2
968,531,207,2,2017-11-14 00:38:43,2
969,687,198,2,2017-11-15 20:12:03,2
970,98,494,5,2017-10-31 19:46:36,2
971,735,450,4,2017-10-20 14:27:27,2
972,160,541,4,2017-10-27 08:16:48,2
973,431,547,2,2017-10-31 22:35:01,2
974,229,234,3,2017-10-18 09:41:43,2
975,825,281,5,2017-11-03 18:59:37,2
976,62,118,3,2017-10-22 05:40:26,2
977,918,523,4,2017-11-05 09:07:33,2
978,264,423,4,2017-11-07 15:19:01,2
979,206,330,1,2017-10-29 05:00:00,2
980,691,356,5,2017-10-30 10:07:24,2
981,467,136,1,2017-11-01 03:15:32,2
982,499,240,5,2017-11-11 04:48:27,2
983,237,348,4,2017-11-17 10:06:09,2
984,964,464,3,2017-10-25 06:17:58,2
985,719,193,5,2017-10-18 10:52:57,2
986,157,101,5,2017-10-26 04:04:34,2
987,759,261,5,2017-11-08 00:36:55,2
988,142,500,5,2017-11-12 22:13:01,2
989,76,325,2,2017-10-20 19:57:53,2
990,240,163,2,2017-10-22 05:08:06,2
991,728,573,1,2017-10-18 15:23:20,2
992,386,353,2,2017-11-06 15:58:59,2
993,623,534,2,2017-11-09 20:35:17,2
994,316,167,2,2017-10-29 20:01:35,2
995,222,170,3,2017-11-03 17:24:11,2
996,408,163,1,2017-10-29 20:33:03,2
997,265,273,2,2017-11-07 17:02:08,2
998,255,194,1,2017-10-23 09:03:17,2
999,831,559,4,2017-10-21 05:17:47,2
1000,983,248,2,2017-11-12 02:28:27,2
1001,415,183,3,2017-11-07 22:03:06,2
1002,364,573,4,2017-11-14 04:31:16,2
1003,346,412,3,2017-10-29 16:43:47,2
1004,512,432,5,2017-10-31 09:01:34,2
1005,396,485,2,2017-11-17 16:12:41,2
1006,502,376,4,2017-10-22 23:37:07,2
1007,831,559,4,2017-10-19 15:12:48,2
1008,264,423,4,2017-11-10 04:20:41,2
1009,760,525,4,2017-11-08 06:28:18,2
1010,640,395,4,2017-11-08 16:03:08,2
1011,510,210,4,2017-11-04 04:00:17,2
1012,157,101,1,2017-10-26 03:21:53,2
1013,980,310,1,2017-11-11 21:35:16,2
1014,550,544,3,2017-11-08 17:19:21,2
1015,354,498,2,2017-10-29 09:08:00,2
1016,125,449,4,2017-11-09 09:55:09,2
1017,627,131,2,2017-11-04 04:19:46,2
1018,484,157,4,2017-10-29 10:35:16,2
1019,474,263,2,2017-10-23 01:17:18,2
1020,700,562,2,2017-11-04 23:29:42,2
1021,22,467,3,2017-10-26 15:45:55,2
1022,973,583,5,2017-10-24 06:28:14,2
1023,997,404,3,2017-11-15 01:50:10,2
1024,597,439,2,2017-10-26 00:15:07,2
1025,211,209,4,2017-11-01 06:27:26,2
1026,761,155,3,2017-10-23 02:40:51,2
1027,826,203,1,2017-10-19 07:29:49,2
1028,257,399,4,2017-10-26 04:34:10,2
1029,100,147,2,2017-11-02 22:18:36,2
1030,357,337,1,2017-10-31 06:02:01,2
1031,838,199,1,2017-11-13 07:31:06,2
1032,63,125,2,2017-11-10 05:49:06,2
1033,818,267,2,2017-11-14 19:50:47,2
1034,763,177,2,2017-11-12 03:25:04,2
1035,936,481,3,2017-10-25 10:03:04,2
1036,268,216,1,2017-10-26 02:06:44,2
1037,970,332,2,2017-11-05 08:57:27,2
1038,316,167,4,2017-11-03 17:07:06,2
1039,621,538,2,2017-10-24 10:47:45,2
1040,999,188,2,2017-10-25 15:30:29,2
1041,929,553,1,2017-11-01 21:37:28,2
1042,846,261,5,2017-10-26 19:27:04,2
1043,416,365,4,2017-11-08 06:21:58,2
1044,427,248,2,2017-11-10 03:31:35,2
1045,506,451,4,2017-10-21 04:39:27,2
1046,432,309,4,2017-10-25 11:29:16,2
1047,421,129,4,2017-10-24 07:18:34,2
1048,375,284,4,2017-11-06 08:26:04,2
1049,212,446,3,2017-11-09 21:14:45,2
1050,147,509,5,2017-10-31 18:42:02,2
1051,630,156,2,2017-10-27 09:53:25,2
1052,336,150,4,2017-10-28 02:05:37,2
1053,795,113,1,2017-10-28 17:13:46,2
1054,291,229,1,2017-11-11 01:32:21,2
1055,383,252,2,2017-10-31 04:24:50,2
1056,797,104,3,2017-10-21 12:19:12,2
1057,225,125,2,2017-10-25 22:38:00,2
1058,821,289,3,2017-10-24 06:28:58,2
1059,676,258,5,2017-11-16 08:31:27,2
1060,641,365,2,2017-10-24 10:49:25,2
1061,622,372,1,2017-10-18 07:23:53,2
1062,297,425,5,2017-11-04 01:18:48,2
1063,495,595,1,2017-10-31 19:50:25,2
1064,726,128,5,2017-11-03 16:40:58,2
1065,170,128,5,2017-10-27 05:43:45,2
1066,833,346,2,2017-11-04 20:56:35,2
1067,50,348,2,2017-11-06 14:57:15,2
1068,273,195,4,2017-10-21 17:34:28,2
1069,691,356,4,2017-11-02 11:25:44,2
1070,335,338,1,2017-11-06 03:30:32,2
1071,219,519,4,2017-11-06 01:43:31,2
1072,170,128,4,2017-10-27 14:35:13,2
1073,348,195,5,2017-11-05 13:17:56,2
1074,242,389,4,2017-10-23 06:19:32,2
1075,645,295,1,2017-11-01 15:14:15,2
1076,958,413,5,2017-11-02 22:34:12,2
1077,382,348,3,2017-10-20 03:18:20,2
1078,346,412,5,2017-10-29 20:53:48,2
1079,914,288,1,2017-11-14 11:59:37,2
1080,637,452,1,2017-10-26 16:46:40,2
1081,701,542,4,2017-10-30 03:09:08,2
1082,577,137,5,2017-11-09 21:18:07,2
1083,301,342,4,2017-10-26 16:13:45,2
1084,596,386,1,2017-10-24 23:12:32,2
1085,964,464,2,2017-10-22 16:55:40,2
1086,402,200,5,2017-11-10 19:07:40,2
1087,918,523,2,2017-11-06 22:20:16,2
1088,253,212,1,2017-11-15 06:04:56,2
1089,821,289,2,2017-10-22 19:05:16,2
1090,365,483,2,2017-11-01 12:45:06,2
1091,195,506,2,2017-10-23 22:06:40,2
1092,257,399,5,2017-10-27 00:04:33,2
1093,702,516,3,2017-11-07 05:16:40,2
1094,730,224,5,2017-11-13 15:08:22,2
1095,203,114,3,2017-11-12 22:34:03,2
1096,520,420,2,2017-10-29 19:00:45,2
1097,662,518,2,2017-10-18 06:35:15,2
1098,852,527,3,2017-10-19 05:27:05,2
1099,250,519,5,2017-11-12 12:12:08,2
1100,25,529,3,2017-11-04 04:22:09,2
1101,44,267,5,2017-11-05 02:46:12,2
1102,792,163,1,2017-11-08 16:50:03,2
1103,211,209,4,2017-11-02 19:07:45,2
1104,305,517,1,2017-11-11 12:24:32,2
1105,826,203,5,2017-10-22 07:19:02,2
1106,355,535,1,2017-11-02 10:11:56,2
1107,356,576,3,2017-11-08 22:59:34,2
1108,146,119,5,2017-11-09 14:08:28,2
1109,191,226,2,2017-10-24 14:29:28,2
1110,885,369,4,2017-10-19 19:21:40,2
1111,326,153,3,2017-11-01 12:41:25,2
1112,563,249,2,2017-11-13 14:58:42,2
1113,189,228,5,2017-11-04 10:07:56,2
1114,599,220,4,2017-10-22 04:45:15,2
1115,479,579,1,2017-10-23 22:35:01,2
1116,484,157,4,2017-10-25 02:42:21,2
1117,666,357,2,2017-11-10 22:17:26,2
1118,436,119,2,2017-10-27 01:04:11,2
1119,641,365,1,2017-10-21 16:12:29,2
1120,731,318,2,2017-10-25 12:55:55,2
1121,536,154,3,2017-10-30 08:28:19,2
1122,726,128,5,2017-11-03 17:22:41,2
1123,450,139,5,2017-11-09 17:48:37,2
1124,773,548,1,2017-10-30 17:04:50,2
1125,165,440,1,2017-10-24 09:06:00,2
1126,450,139,4,2017-11-04 23:44:01,2
1127,503,581,5,2017-10-22 02:38:43,2
1128,745,244,5,2017-11-11 16:19:50,2
1129,921,430,5,2017-11-14 11:52:05,2
1130,645,295,5,2017-11-02 08:08:31,2
1131,128,510,5,2017-10-21 01:19:48,2
1132,435,301,3,2017-11-08 21:13:00,2
1133,129,106,5,2017-10-30 06:18:51,2
1134,354,498,3,2017-11-01 04:57:23,2
1135,434,162,1,2017-11-08 06:08:03,2
1136,800,331,2,2017-11-06 13:15:46,2
1137,69,251,2,2017-11-13 02:25:55,2
1138,566,163,4,2017-10-22 12:01:23,2
1139,352,466,1,2017-11-12 07:06:48,2
1140,596,386,4,2017-10-20 05:32:07,2
1141,920,145,3,2017-10-21 06:32:25,2
1142,379,143,5,2017-10-24 03:34:10,2
1143,24,419,3,2017-11-09 08:13:51,2
1144,278,114,2,2017-10-25 00:49:40,2
1145,67,389,3,2017-11-05 15:00:10,2
1146,739,599,4,2017-10-25 16:31:38,2
1147,109,159,5,2017-10-23 18:52:59,2
1148,118,383,1,2017-11-07 17:50:08,2
1149,578,379,5,2017-10-24 19:17:12,2
1150,996,446,1,2017-10-28 17:12:00,2
1151,700,562,5,2017-11-04 13:39:34,2
1152,779,261,2,2017-11-05 08:08:31,2
1153,612,281,2,2017-10-24 15:17:28,2
1154,486,351,3,2017-10-19 08:44:41,2
1155,35,122,5,2017-11-11 14:17:19,2
1156,541,332,4,2017-10-29 04:19:21,2
1157,363,514,2,2017-11-09 01:09:50,2
1158,796,213,5,2017-10-31 20:08:11,2
1159,411,174,5,2017-11-12 02:35:28,2
1160,796,213,4,2017-11-01 16:37:14,2
1161,193,410,1,2017-11-04 10:23:51,2
1162,296,283,3,2017-11-08 08:22:20,2
1163,406,352,3,2017-10-21 06:48:04,2
1164,434,162,5,2017-11-07 19:19:39,2
1165,710,485,5,2017-10-31 03:18:32,2
1166,345,398,3,2017-11-09 00:34:34,2
1167,382,348,1,2017-10-25 15:51:15,2
1168,781,428,2,2017-11-15 22:39:17,2
1169,115,138,3,2017-11-03 07:05:26,2
1170,193,410,5,2017-11-06 07:36:12,2
1171,469,565,2,2017-10-22 06:33:22,2
1172,120,548,4,2017-10-25 23:41:30,2
1173,60,319,3,2017-11-07 04:46:15,2
1174,123,183,4,2017-11-16 05:11:12,2
1175,266,468,4,2017-11-06 04:38:17,2
1176,129,106,2,2017-10-31 02:17:24,2
1177,542,279,5,2017-11-12 11:52:55,2
1178,485,571,1,2017-11-12 19:45:00,2
1179,732,532,5,2017-11-02 13:42:17,2
1180,586,290,2,2017-10-28 15:46:08,2
1181,815,217,4,2017-11-01 22:27:09,2
1182,188,243,5,2017-11-06 02:01:02,2
1183,678,148,3,2017-11-13 22:22:03,2
1184,992,179,3,2017-11-07 05:47:36,2
1185,20,582,3,2017-10-19 17:15:33,2
1186,878,216,1,2017-11-03 07:34:54,2
1187,899,235,5,2017-10-26 01:08:48,2
1188,654,148,4,2017-11-17 17:25:05,2
1189,44,267,5,2017-11-05 21:45:23,2
1190,222,170,1,2017-11-02 22:02:03,2
1191,359,361,1,2017-11-09 16:17:18,2
1192,832,167,5,2017-10-28 21:05:29,2
1193,550,544,3,2017-11-08 11:01:44,2
1194,683,395,1,2017-11-03 17:42:23,2
1195,77,440,1,2017-11-03 09:16:15,2
1196,29,600,1,2017-11-01 12:39:21,2
1197,329,346,3,2017-10-24 04:53:47,2
1198,728,573,1,2017-10-19 14:16:57,2
1199,42,171,1,2017-10-27 13:26:14,2
1200,435,301,4,2017-11-08 22:02:46,2
1201,854,532,5,2017-11-04 04:31:55,2
1202,533,301,3,2017-11-04 19:03:12,2
1203,980,310,1,2017-11-09 06:47:48,2
