Order Number,Date,last_name,first_name,State,Area,Material,Tax,CPSF,LCPSF,MaterialCost,LaborCost,TotalCost
68282,10/18/1999,Shallcrass,Robbi,NV,702,Tile,6.9056,1.75,2.1,1228.5,1474.2,2889.337651
31901,10/23/1995,East,Raymond,AZ,978,Wood,5.1046,5.15,4.75,5036.7,4645.5,10176.43758
39669,12/10/2009,Kyndred,Heidie,CA,514,Carpet,5.0874,2.25,2.1,1156.5,1079.4,2349.649177
74500,01/01/2013,Crawford,Jerrome,CO,541,Laminate,5.8684,3.5,4.15,1893.5,2245.15,4381.522537
67343,06/10/2007,Frankish,Salem,FL,478,Wood,5.511,5.15,4.75,2461.7,2270.5,4992.991542
65643,04/28/2002,Goracci,Enrika,IA,180,Wood,5.1235,5.15,4.75,927,855,1873.30077
68293,02/04/2006,Reddecliffe,Land,TX,172,Wood,5.5656,5.15,4.75,885.8,817,1797.571037
69767,09/05/2005,Grills,Kylynn,FL,216,Wood,6.7022,5.15,4.75,1112.4,1026,2281.719845
44122,10/07/2011,Grimsdike,Evelyn,FL,605,Laminate,5.6471,3.5,4.15,2117.5,2510.75,4889.611906
44306,10/25/2003,Agus,Quincy,WI,599,Carpet,5.5143,2.25,2.1,1347.75,1257.9,2749.333358
24893,11/03/2003,Colson,Benton,CA,298,Carpet,6.4465,2.25,2.1,670.5,625.8,1379.86598
20058,03/01/2002,Rudgley,Rolf,NE,865,Carpet,6.7516,2.25,2.1,1946.25,1816.5,4016.795829
80903,10/25/2004,Treweela,Val,IL,890,Carpet,5.264,2.25,2.1,2002.5,1869,4075.29576
24119,02/18/1996,Ivimy,Oneida,IL,811,Tile,5.6046,1.75,2.1,1419.25,1703.1,3297.345228
39893,05/05/2006,Trimbey,El,MO,269,Carpet,6.1077,2.25,2.1,605.25,564.9,1241.619252
21247,11/13/2004,Lewsam,Rodi,NY,221,Carpet,6.5111,2.25,2.1,497.25,464.1,1023.94446
43957,01/21/2003,Cowndley,Crystal,TX,342,Laminate,5.0613,3.5,4.15,1197,1419.3,2748.718792
34687,04/05/2007,Klaff,Corella,AZ,931,Carpet,5.3883,2.25,2.1,2094.75,1955.1,4268.068068
48174,10/13/2008,Routledge,Marys,IN,565,Wood,5.8063,5.15,4.75,2909.75,2683.75,5918.275391
62268,02/02/2017,Beams,Petra,PA,457,Tile,5.0045,1.75,2.1,799.75,959.7,1847.501675
83253,02/10/2002,Garrals,Bevin,TX,346,Tile,5.241,1.75,2.1,605.5,726.6,1401.915361
69099,12/26/2001,Allerton,Kerk,FL,402,Carpet,6.4142,2.25,2.1,904.5,844.2,1860.865115
22666,07/31/2016,Behrend,Florella,PA,663,Tile,6.7215,1.75,2.1,1160.25,1392.3,2724.119648
38214,03/21/1998,Tryhorn,Leena,NY,786,Laminate,5.5133,3.5,4.15,2751,3261.9,6344.409216
18900,03/11/1999,Rowly,Lindie,FL,327,Laminate,5.1431,3.5,4.15,1144.5,1357.05,2630.207218
63480,10/26/2008,Tinghill,Hillery,IL,973,Laminate,5.3569,3.5,4.15,3405.5,4037.95,7842.188173
37770,12/22/1997,Nolton,Aylmer,VA,232,Carpet,6.4262,2.25,2.1,522,487.2,1074.05321
52407,06/02/2015,Dayment,Bobby,OH,517,Carpet,6.2308,2.25,2.1,1163.25,1085.7,2389.077577
54422,03/06/2000,Attenbrough,Bettye,IN,785,Laminate,5.4569,3.5,4.15,2747.5,3257.75,6332.950487
33679,03/10/2003,Cowill,Codi,TX,162,Laminate,6.1712,3.5,4.15,567,672.3,1315.779682
25732,12/22/1996,Listone,Hobart,MI,393,Tile,6.5645,1.75,2.1,687.75,825.3,1612.374167
24338,07/10/1999,Tink,Stanislaus,MA,992,Laminate,5.1627,3.5,4.15,3472,4116.8,7980.586978
89381,05/02/2014,Whyard,Wrennie,OK,253,Wood,6.497,5.15,4.75,1302.95,1201.75,2667.430359
64644,10/26/2016,Marner,Letizia,AK,650,Carpet,6.5586,2.25,2.1,1462.5,1365,3012.944415
51336,04/16/1998,Moxham,Nertie,UT,947,Wood,5.9911,5.15,4.75,4877.05,4498.25,9936.983598
29750,01/20/2002,Vedenyapin,Clarance,OK,851,Tile,5.4952,1.75,2.1,1489.25,1787.1,3456.391985
11865,07/23/2002,McCrachen,Dugald,CA,620,Wood,6.5545,5.15,4.75,3193,2945,6540.31521
13463,08/28/2010,Santo,Chryste,VA,839,Wood,6.1411,5.15,4.75,4320.85,3985.25,8816.185907
56211,02/12/1997,Davidsson,Krishna,GA,248,Wood,6.4521,5.15,4.75,1277.2,1178,2613.611959
18748,10/22/2006,Shickle,Alix,WV,802,Tile,5.6878,1.75,2.1,1403.5,1684.2,3263.322201
75588,05/27/1999,Devinn,Atalanta,TX,547,Carpet,5.0888,2.25,2.1,1230.75,1148.7,2500.535452
18481,03/01/1998,Seiler,Coralyn,OH,989,Tile,6.1354,1.75,2.1,1730.75,2076.9,4041.264558
70419,04/15/2000,Impey,Augustus,CA,837,Carpet,5.6962,2.25,2.1,1883.25,1757.7,3848.345794
31649,08/24/1999,Sopper,Gunilla,IA,383,Laminate,5.2961,3.5,4.15,1340.5,1589.45,3085.123082
73172,06/06/2000,Willetts,Carroll,OH,749,Laminate,6.0634,3.5,4.15,2621.5,3108.35,6077.273725
20062,11/23/2012,Cockrem,Aimee,MI,467,Carpet,6.1231,2.25,2.1,1050.75,980.7,2155.837715
63270,11/08/2001,Gerardeaux,Annabel,CA,773,Wood,5.5312,5.15,4.75,3980.95,3671.75,8075.986142
57925,09/23/1999,Lasham,Gayle,OH,458,Carpet,6.0079,2.25,2.1,1030.5,961.8,2111.995392
80775,02/18/2014,Ivoshin,Benson,FL,136,Carpet,5.0442,2.25,2.1,306,285.6,621.4414872
82360,08/23/2007,Shemelt,Dorolisa,TX,769,Carpet,6.2045,2.25,2.1,1730.25,1614.9,3552.699832
28913,04/03/2012,Iceton,Egan,AL,524,Wood,5.1576,5.15,4.75,2698.6,2489,5455.155658
45530,07/04/2015,Stone Fewings,Wendi,UT,969,Laminate,6.4011,3.5,4.15,3391.5,4021.35,7887.353941
20915,05/28/2017,Reboul,Felicity,FL,332,Tile,5.7938,1.75,2.1,581,697.2,1352.256352
59304,04/20/1997,Gioan,Nils,CA,142,Wood,5.9792,5.15,4.75,731.3,674.5,1489.855594
27825,08/27/2010,Timberlake,Marlo,TX,238,Carpet,6.5311,2.25,2.1,535.5,499.8,1102.916478
65495,02/01/2014,Pelfer,Merna,UT,598,Tile,5.7872,1.75,2.1,1046.5,1255.8,2435.538706
56000,11/05/1997,Sarath,Oswell,GA,939,Laminate,6.503,3.5,4.15,3286.5,3896.85,7650.483251
19099,04/21/2011,Paice,Hyacintha,NY,580,Carpet,6.4158,2.25,2.1,1305,1218,2684.870634
45156,11/22/2009,O'Currigan,Pooh,AL,130,Tile,5.1792,1.75,2.1,227.5,273,526.421896
28243,06/28/2011,MacGiolla Pheadair,Perry,CT,624,Carpet,5.7652,2.25,2.1,1404,1310.4,2870.890589
21320,04/04/2006,DelaField,Janie,NY,574,Tile,6.4655,1.75,2.1,1004.5,1205.4,2352.781085
21543,10/16/2007,Houndson,Isaac,IL,720,Tile,5.6891,1.75,2.1,1260,1512,2929.701852
24116,03/09/1995,Banisch,Freemon,NC,134,Laminate,5.4219,3.5,4.15,469,556.1,1080.679897
59524,12/17/2002,Bohje,Ethyl,VA,802,Tile,6.4774,1.75,2.1,1403.5,1684.2,3287.70268
38912,10/10/2014,Brobeck,Ernie,PA,856,Laminate,5.7427,3.5,4.15,2996,3552.4,6924.454967
46096,10/09/2002,Yokel,Katheryn,CT,993,Laminate,5.2192,3.5,4.15,3475.5,4120.95,7992.923918
75157,05/07/2011,Dei,Jesse,DC,663,Laminate,5.3687,3.5,4.15,2320.5,2751.45,5344.24778
11682,06/28/2008,Tschierse,Lishe,TX,181,Laminate,6.9243,3.5,4.15,633.5,751.15,1480.52732
87205,06/27/2010,Zylbermann,Hasty,CA,875,Laminate,6.2794,3.5,4.15,3062.5,3631.25,7114.077338
81639,03/17/1995,Haquin,Danyelle,DC,603,Laminate,5.2915,3.5,4.15,2110.5,2502.45,4857.044249
17068,09/02/2007,McDuall,Arnuad,WA,512,Tile,5.2859,1.75,2.1,896,1075.2,2075.395661
42276,08/18/2011,Brind,Gerard,FL,361,Wood,5.6576,5.15,4.75,1859.15,1714.75,3776.096966
40482,02/16/2016,Beeres,Barnie,WA,993,Laminate,6.9407,3.5,4.15,3475.5,4120.95,8123.696805
20637,03/09/2017,Patience,Rockey,OR,595,Wood,6.6895,5.15,4.75,3064.25,2826.25,6284.544998
57869,05/24/2013,Dripps,Sapphira,NC,232,Laminate,6.5087,3.5,4.15,812,962.8,1890.316408
61234,07/21/2013,Tzuker,Josselyn,IL,751,Tile,6.0665,1.75,2.1,1314.25,1577.1,3066.753748
65032,08/05/2017,Thoma,Franz,DC,524,Laminate,6.1885,3.5,4.15,1834,2174.6,4256.672211
76530,07/01/2015,Nye,Veronica,GA,536,Laminate,6.2213,3.5,4.15,1876,2224.4,4355.498185
83738,12/01/2007,Hughill,Gisela,NY,594,Wood,6.2109,5.15,4.75,3059.1,2821.5,6245.838185
70381,07/31/2003,Bernardes,Kyle,WA,718,Laminate,6.8858,3.5,4.15,2513,2979.7,5870.916337
39905,01/07/2002,Pfaffel,Joycelin,SC,287,Tile,5.4231,1.75,2.1,502.25,602.7,1164.872543
49496,03/26/1999,Eland,Sharline,OH,733,Carpet,5.745,2.25,2.1,1649.25,1539.3,3371.732198
65600,01/16/2005,Kemme,Bethena,CO,872,Tile,5.2675,1.75,2.1,1526,1831.2,3534.04051
11496,03/09/2013,Clouston,Geoffrey,NJ,223,Tile,6.7507,1.75,2.1,390.25,468.3,916.5081349
78286,04/16/1999,Eccles,Deeanne,OH,270,Carpet,6.6329,2.25,2.1,607.5,567,1252.403411
33904,06/23/2016,Dering,Alanna,MD,424,Laminate,6.4641,3.5,4.15,1484,1759.6,3453.269548
77606,09/13/1999,Giacomi,Sebastien,CA,881,Carpet,6.644,2.25,2.1,1982.25,1850.1,4086.971334
59644,04/10/2012,Wyld,Mozelle,FL,197,Carpet,6.8008,2.25,2.1,443.25,413.7,915.2294556
53893,01/27/2015,Langer,Mildred,NY,412,Wood,5.975,5.15,4.75,2121.8,1957,4322.5083
78353,07/19/1996,Brou,Ruy,FL,533,Wood,5.3846,5.15,4.75,2744.95,2531.75,5560.829188
87474,03/13/2010,Dunstan,Brina,NC,432,Tile,6.2965,1.75,2.1,756,907.2,1767.923388
15202,01/10/2005,Turmell,Robbyn,NY,857,Laminate,6.5849,3.5,4.15,2999.5,3556.55,6987.759336
61943,08/24/2012,Francello,Ravid,CA,913,Wood,6.7922,5.15,4.75,4701.95,4336.75,9652.626581
56327,08/10/2003,Kington,Theadora,NY,659,Wood,6.0018,5.15,4.75,3393.85,3130.25,6915.663434
86315,05/03/1997,Elkington,Joshua,CO,886,Carpet,6.9549,2.25,2.1,1993.5,1860.6,4122.148801
64969,10/06/2012,Blevin,Emmi,AZ,359,Tile,5.8616,1.75,2.1,628.25,753.9,1463.166104
33933,06/05/1999,Samwayes,Alberik,TX,456,Wood,5.314,5.15,4.75,2348.4,2166,4754.295216
58993,05/30/2000,Coetzee,Chic,DC,530,Tile,6.1834,1.75,2.1,927.5,1113,2166.672277
30978,02/23/1997,Redparth,Melodee,IL,428,Tile,5.2928,1.75,2.1,749,898.8,1735.014758
86216,02/26/2015,Brandenberg,Aili,TX,418,Tile,6.2498,1.75,2.1,731.5,877.8,1709.878031
25827,03/23/2012,Hallawell,Charita,LA,290,Laminate,5.8283,3.5,4.15,1015,1203.5,2347.800836
69820,08/23/1996,Kirsop,Montague,CT,682,Tile,6.7395,1.75,2.1,1193.5,1432.2,2802.659052
31888,02/23/2003,Bartolommeo,Napoleon,OH,521,Tile,6.6691,1.75,2.1,911.75,1094.1,2139.622142
75349,08/04/2015,Peniello,Cathi,TX,336,Carpet,5.4075,2.25,2.1,756,705.6,1540.63602
11463,11/03/2000,Menezes,Camala,VA,155,Carpet,5.0771,2.25,2.1,348.75,325.5,708.4823468
82987,11/07/2006,Rudolfer,Noll,PA,905,Carpet,5.5826,2.25,2.1,2036.25,1900.5,4156.523006
24848,02/09/2001,Bakeup,Casey,TX,121,Laminate,6.6422,3.5,4.15,423.5,502.15,987.1335243
56037,04/27/1996,Rogan,Dee,GA,836,Laminate,5.6812,3.5,4.15,2926,3469.4,6758.735465
59162,11/12/2006,Bum,Julee,KY,341,Wood,5.2955,5.15,4.75,1756.15,1619.75,3554.670785
77746,11/21/2009,Kastel,Sallee,CA,594,Wood,5.9795,5.15,4.75,3059.1,2821.5,6232.230477
60955,09/07/2001,Macconachy,Clea,OH,671,Tile,5.2151,1.75,2.1,1174.25,1409.1,2718.074286
34291,04/01/2011,Shildrake,Gilemette,NV,628,Wood,5.2458,5.15,4.75,3234.2,2983,6543.341878
58453,07/25/2010,Lumley,Hadleigh,FL,776,Wood,5.391,5.15,4.75,3996.4,3686,8096.558184
29926,06/09/1999,Coverley,Simmonds,MI,126,Laminate,6.4953,3.5,4.15,441,522.9,1026.508197
76398,09/24/2006,Symcoxe,Darice,NY,517,Wood,6.1807,5.15,4.75,2662.55,2455.75,5434.646768
21660,10/03/2002,Kittman,Charity,WA,173,Carpet,5.8238,2.25,2.1,389.25,363.3,796.3770069
32075,12/16/2007,Bohler,Baudoin,VA,744,Tile,6.8632,1.75,2.1,1302,1562.4,3060.989501
75713,11/11/2008,Posse,Hortensia,TX,459,Tile,6.766,1.75,2.1,803.25,963.9,1886.715369
67463,12/02/1999,Maudlin,Daveta,DE,799,Laminate,5.884,3.5,4.15,2796.5,3315.85,6472.000674
88665,01/18/1996,Scrange,Kathie,FL,630,Tile,5.8083,1.75,2.1,1102.5,1323,2566.380317
67480,07/31/2015,Matthias,Rubetta,MO,966,Carpet,5.8316,2.25,2.1,2173.5,2028.6,4447.149664
60910,01/03/2000,Gietz,Brooks,TX,528,Carpet,6.607,2.25,2.1,1188,1108.8,2448.549576
64817,02/17/2008,Poller,Fransisco,AZ,929,Carpet,5.4604,2.25,2.1,2090.25,1950.9,4261.812955
86206,09/20/2013,Penrice,Ferdinand,SC,726,Laminate,5.2787,3.5,4.15,2541,3012.9,5847.073719
45982,11/26/2013,O'Farrell,Drugi,MA,900,Tile,6.856,1.75,2.1,1575,1890,3702.5604
39446,11/22/1996,Cudiff,Lonny,WA,757,Carpet,6.4933,2.25,2.1,1703.25,1589.7,3506.771122
89278,01/02/2008,Noblett,Kahlil,OH,357,Carpet,5.3526,2.25,2.1,803.25,749.7,1636.073202
38450,06/05/2002,Jochanany,Donn,FL,742,Laminate,6.9889,3.5,4.15,2597,3079.3,6073.010931
11575,10/02/2009,Pitone,Van,TX,779,Tile,5.8457,1.75,2.1,1363.25,1635.9,3174.471312
40179,07/22/2005,Cromley,Godart,TN,273,Wood,6.9505,5.15,4.75,1405.95,1296.75,2890.551164
81233,07/01/2014,Meuse,Kerrin,KY,620,Carpet,6.9048,2.25,2.1,1395,1302,2883.222456
20201,11/05/2002,Rockingham,Uriah,OH,607,Wood,5.3887,5.15,4.75,3126.05,2883.25,6333.123149
46921,07/14/2009,Bisset,Annecorinne,CA,740,Laminate,5.6921,3.5,4.15,2590,3071,5983.229781
58072,11/02/1996,Janu,Aubrette,UT,436,Wood,6.8418,5.15,4.75,2245.4,2071,4611.719455
25180,02/14/1997,Findlow,Jan,VA,365,Tile,5.8653,1.75,2.1,638.75,766.5,1487.672128
11521,12/12/1997,Merrifield,Elbertine,WA,169,Carpet,5.8347,2.25,2.1,380.25,354.9,778.0437971
26762,02/05/2007,Letchmore,Martha,VA,644,Wood,5.8854,5.15,4.75,3316.6,3059,6750.829562
86013,11/14/1998,Ivakhno,Marilyn,NY,310,Carpet,6.8879,2.25,2.1,697.5,651,1441.383332
51268,01/22/2014,Keizman,Brear,NC,645,Tile,6.5807,1.75,2.1,1128.75,1354.5,2646.665233
48384,06/15/2003,Ballam,Rowland,IL,716,Carpet,5.6621,2.25,2.1,1611,1503.6,3290.951767
48377,04/26/2016,Pinney,Melodee,MA,354,Tile,6.8755,1.75,2.1,619.5,743.4,1456.60619
50363,06/02/2012,Hudspeth,Bourke,MN,913,Carpet,6.5835,2.25,2.1,2054.25,1917.3,4233.016994
19415,05/11/2003,Kermeen,Consuelo,AZ,686,Laminate,6.3229,3.5,4.15,2401,2846.9,5579.719469
44249,08/13/2016,Borne,Vitoria,OK,641,Tile,6.3435,1.75,2.1,1121.75,1346.1,2624.398065
75745,07/12/2011,Tofano,Tiffani,AL,256,Wood,6.2428,5.15,4.75,1318.4,1216,2692.617523
62196,04/10/2017,Renny,Nert,MI,675,Laminate,5.0133,3.5,4.15,2362.5,2801.25,5422.624279
89170,08/11/2014,Longmead,Erna,NY,556,Wood,5.1232,5.15,4.75,2863.4,2641,5786.401421
34210,11/29/2011,Dwelly,Mimi,WA,393,Wood,6.2473,5.15,4.75,2023.95,1866.75,4133.763701
66037,01/03/2007,Boise,Darryl,CA,153,Wood,5.6219,5.15,4.75,787.95,726.75,1599.854919
18989,05/08/1996,Enrietto,Darcy,CA,253,Wood,5.1099,5.15,4.75,1302.95,1201.75,2632.687665
59784,12/08/1997,Hurne,Joyann,TX,234,Wood,5.4254,5.15,4.75,1205.1,1111.5,2442.284816
63568,08/03/2004,Sills,Rosco,CA,492,Tile,5.9328,1.75,2.1,861,1033.2,2006.579098
55933,02/02/2017,Cherrington,Adriena,NV,397,Tile,6.5868,1.75,2.1,694.75,833.7,1629.125945
70967,02/15/1997,Testo,Darlene,FL,993,Laminate,6.4171,3.5,4.15,3475.5,4120.95,8083.921793
26782,10/25/2000,Gristock,Molly,AZ,182,Carpet,5.0238,2.25,2.1,409.5,382.2,831.4734246
37462,01/18/2002,Ferraraccio,Ewell,AL,655,Wood,6.8699,5.15,4.75,3373.25,3111.25,6929.978666
77297,07/23/2010,Cavnor,Justina,ND,372,Carpet,6.7104,2.25,2.1,837,781.2,1726.787693
38515,12/29/1997,Firpi,Barbe,ID,346,Carpet,6.4573,2.25,2.1,778.5,726.6,1602.288822
32381,04/21/2000,Gwyllt,Rosalinda,CO,803,Carpet,5.6051,2.25,2.1,1806.75,1686.3,3688.838946
58321,01/10/1997,Cashley,Corrine,ID,701,Tile,5.4247,1.75,2.1,1226.75,1472.1,2845.254516
40310,03/21/2014,Pisculli,Emilie,IA,286,Carpet,5.6834,2.25,2.1,643.5,600.6,1314.807179
16211,01/03/2007,Riccione,Leola,TN,629,Tile,5.236,1.75,2.1,1100.75,1320.9,2548.447594
26577,10/17/2005,Bleibaum,Bing,TX,632,Wood,5.6979,5.15,4.75,3254.8,3002,6613.306207
83465,03/28/2007,Samuels,Gayleen,CA,210,Carpet,5.9153,2.25,2.1,472.5,441,967.5362655
80495,03/13/2017,Parsisson,Jarred,VA,665,Carpet,5.6853,2.25,2.1,1496.25,1396.5,3057.211516
63419,06/26/2008,Clohissy,Valene,CA,185,Tile,6.5397,1.75,2.1,323.75,388.5,758.8290133
12930,03/24/2012,Lawn,Frederich,MO,660,Wood,6.0162,5.15,4.75,3399,3135,6927.098508
74377,07/02/2017,MacKniely,Eryn,MS,534,Carpet,6.6512,2.25,2.1,1201.5,1121.4,2477.400725
89985,07/12/2005,Mabb,Byrom,IL,393,Carpet,5.8077,2.25,2.1,884.25,825.3,1808.835535
70465,12/17/1999,Beuscher,Joye,OH,972,Laminate,6.4966,3.5,4.15,3402,4033.8,7918.874183
59632,01/23/2010,Docharty,Nicol,AL,964,Carpet,6.2022,2.25,2.1,2169,2024.4,4453.483055
70600,06/18/2012,Maben,Liva,CA,878,Wood,5.5627,5.15,4.75,4521.7,4170.5,9175.721009
51910,11/12/2009,Doward,Ugo,AZ,168,Carpet,6.9049,2.25,2.1,378,352.8,781.2610092
71138,02/11/2016,Grishmanov,Tonya,DC,198,Tile,6.1008,1.75,2.1,346.5,415.8,808.8063984
75739,11/11/2003,Gladtbach,Mada,MN,231,Tile,5.3365,1.75,2.1,404.25,485.1,936.8101628
68564,09/03/2010,Colt,Ashlen,CO,279,Wood,5.7526,5.15,4.75,1436.85,1325.25,2920.992565
43523,04/09/2008,Rosenblum,Robinia,MO,488,Wood,5.5421,5.15,4.75,2513.2,2318,5098.949935
87214,12/14/2009,Clarabut,Roy,TX,225,Tile,5.6543,1.75,2.1,393.75,472.5,915.2303738
52434,09/14/2015,Livingstone,Tamma,OK,174,Tile,5.7577,1.75,2.1,304.5,365.4,708.4708323
37524,02/03/1999,Ibert,Zuzana,LA,506,Carpet,6.682,2.25,2.1,1138.5,1062.6,2348.177502
10618,08/21/2014,Clell,Monroe,NY,306,Carpet,6.4596,2.25,2.1,688.5,642.6,1417.083736
49114,11/12/1997,Muspratt,Simmonds,NE,930,Laminate,5.3634,3.5,4.15,3255,3859.5,7496.079093
18405,11/16/2004,Mullord,Romonda,CA,832,Carpet,6.1068,2.25,2.1,1872,1747.2,3840.217306
65338,05/08/2002,Bartley,Evania,TX,462,Carpet,5.4712,2.25,2.1,1039.5,970.2,2119.654706
42688,12/06/2002,Ikins,Luciano,CA,181,Carpet,5.8293,2.25,2.1,407.25,380.1,833.2469936
33463,03/13/2005,Whooley,Serge,CA,629,Laminate,6.3993,3.5,4.15,2201.5,2610.35,5119.774717
88191,07/30/2002,Gerlack,Abey,CA,202,Wood,6.876,5.15,4.75,1040.3,959.5,2137.306248
74025,03/25/2016,Top,Mela,VA,155,Carpet,5.6127,2.25,2.1,348.75,325.5,712.0936298
56126,10/08/2011,Dietzler,Beverie,AZ,771,Tile,5.9612,1.75,2.1,1349.25,1619.1,3145.29928
29779,04/17/2013,Maulkin,Pancho,TX,986,Carpet,5.212,2.25,2.1,2218.5,2070.6,4512.647892
44783,05/29/2005,Grimmett,Madelena,NE,131,Wood,5.7897,5.15,4.75,674.65,622.25,1371.986619
69798,04/10/2012,Brason,Peter,IN,371,Laminate,5.4089,3.5,4.15,1298.5,1539.65,2991.662695
38500,04/08/2009,Doncom,Sylvan,GA,163,Laminate,5.9972,3.5,4.15,570.5,676.45,1321.732085
12138,12/12/2012,Chesnut,Josephina,NC,773,Laminate,5.7068,3.5,4.15,2705.5,3207.95,6250.918765
41358,04/02/2007,Beeres,Raeann,LA,761,Wood,6.8895,5.15,4.75,3919.15,3614.75,8052.948041
62967,09/22/2002,Trafford,Cheston,AL,469,Laminate,6.0152,3.5,4.15,1641.5,1946.35,3803.666353
78723,09/23/2011,Penchen,Bronnie,MN,730,Tile,6.5296,1.75,2.1,1277.5,1533,2994.014408
87910,05/09/2017,Justun,Anson,PA,988,Carpet,5.6843,2.25,2.1,2223,2074.8,4542.099845
62817,04/26/2009,Straun,Harris,CA,631,Carpet,5.8308,2.25,2.1,1419.75,1325.1,2904.896714
41091,10/17/2015,Diwell,Erv,MA,479,Laminate,5.2981,3.5,4.15,1676.5,1987.85,3858.490927
19396,06/12/2008,Lidden,Stearne,CA,484,Wood,5.5942,5.15,4.75,2492.6,2299,5059.651687
68009,02/24/2002,Stathor,Sergeant,LA,381,Tile,6.6519,1.75,2.1,666.75,800.1,1564.423395
41959,09/11/2000,Lawlor,Melinda,NM,435,Tile,6.7387,1.75,2.1,761.25,913.5,1787.606378
50364,12/16/2006,Sharpley,Terra,PA,462,Tile,5.9135,1.75,2.1,808.5,970.2,1883.883425
38866,02/28/2007,Jeays,Tasia,AZ,773,Tile,6.3497,1.75,2.1,1352.75,1623.3,3165.020247
37345,02/10/2004,Antoszczyk,Anita,MD,411,Carpet,5.0859,2.25,2.1,924.75,863.1,1878.778263
47548,10/26/2012,Blaszczak,Karmen,CO,412,Wood,5.5408,5.15,4.75,2121.8,1957,4304.79815
82746,04/18/2003,Fleg,Kirby,NY,825,Tile,5.054,1.75,2.1,1443.75,1732.5,3336.777675
30479,03/23/2011,Mayler,Abagail,NE,673,Wood,5.4988,5.15,4.75,3465.95,3196.75,7029.068548
30122,07/21/2013,Gatch,Jo,IA,383,Tile,6.3717,1.75,2.1,670.25,804.3,1568.503902
53253,01/28/1995,Hachard,Dulcia,OH,299,Carpet,5.4089,2.25,2.1,672.75,627.9,1371.000858
68941,10/10/2004,Lukianov,Donetta,TX,101,Wood,6.7794,5.15,4.75,520.15,479.75,1067.687221
71881,09/14/2012,Coppock.,Lindsey,PA,494,Laminate,6.9949,3.5,4.15,1729,2050.1,4043.444266
53581,06/08/2012,Heijnen,Philbert,FL,547,Tile,5.4678,1.75,2.1,957.25,1148.7,2221.099134
71461,07/12/2004,Slingsby,Florrie,TX,220,Laminate,5.4919,3.5,4.15,770,913,1775.428677
73996,03/25/1997,O'Suaird,Valene,FL,576,Wood,5.6594,5.15,4.75,2966.4,2736,6025.121626
50018,02/22/2009,Challis,Alano,NC,260,Laminate,6.0141,3.5,4.15,910,1079,2108.620449
49491,02/20/2014,Haliburn,Evvie,DC,466,Wood,5.1122,5.15,4.75,2399.9,2213.5,4849.246235
43385,01/06/2012,Abbatt,Rubi,IN,788,Laminate,5.9695,3.5,4.15,2758,3270.2,6388.053399
69273,05/15/2004,Raine,Debra,CA,313,Carpet,6.4831,2.25,2.1,704.25,657.3,1449.820648
68701,10/13/2004,Poytheras,Lilly,PA,574,Wood,5.3372,5.15,4.75,2956.1,2726.5,5985.891727
37769,12/31/1995,Toffts,Sukey,CA,313,Laminate,6.4372,3.5,4.15,1095.5,1298.95,2548.585535
77672,07/04/2015,Jinks,Zea,GA,167,Laminate,6.6908,3.5,4.15,584.5,693.05,1363.028315
23871,01/30/2000,Hawkswell,Darin,FL,632,Carpet,6.945,2.25,2.1,1422,1327.2,2940.13194
27911,01/23/2007,Scarrisbrick,Lind,NV,266,Carpet,5.662,2.25,2.1,598.5,558.6,1222.615002
49866,06/03/2009,Samways,Megen,NY,248,Wood,5.816,5.15,4.75,1277.2,1178,2597.994432
53001,02/11/2003,Liddle,Eileen,TX,119,Laminate,5.5006,3.5,4.15,416.5,493.85,960.4247121
61158,02/14/2004,Fairtlough,Olympia,LA,816,Tile,6.2103,1.75,2.1,1428,1713.6,3336.702785
84986,09/08/2011,Cran,Angelico,FL,776,Tile,5.1455,1.75,2.1,1358,1629.6,3141.326958
52062,03/30/1996,Jandak,Dani,CA,936,Carpet,5.2842,2.25,2.1,2106,1965.6,4286.751487
36776,03/31/2002,Jessope,Herta,FL,485,Tile,6.2407,1.75,2.1,848.75,1018.5,1983.779471
61386,05/27/1996,Milthorpe,Elita,KS,623,Carpet,6.0178,2.25,2.1,1401.75,1308.3,2873.135389
29145,02/18/2003,Hafford,Yank,MD,990,Carpet,6.9067,2.25,2.1,2227.5,2079,4603.937036
63645,08/05/2000,Rymell,Slade,TX,666,Carpet,5.2353,2.25,2.1,1498.5,1398.6,3048.771876
68768,02/23/2002,Featherston,Onfroi,CA,227,Wood,6.7056,5.15,4.75,1169.05,1078.25,2397.994949
47826,03/27/2007,Ottley,Vaughan,GA,797,Tile,6.6083,1.75,2.1,1394.75,1673.7,3271.222381
13426,09/04/2016,Pymar,Maiga,WV,398,Wood,6.0172,5.15,4.75,2049.7,1890.5,4177.289714
83601,06/11/2006,Meredyth,Lion,NV,945,Carpet,6.9265,2.25,2.1,2126.25,1984.5,4395.481099
19633,10/21/2013,Kehoe,Bar,WA,528,Tile,5.1404,1.75,2.1,924,1108.8,2137.294051
60089,08/03/2013,Tramel,Jobie,CA,699,Tile,5.3698,1.75,2.1,1223.25,1467.9,2835.659373
57196,05/08/2012,Moxham,Tulley,RI,169,Laminate,5.996,3.5,4.15,591.5,701.35,1370.369286
46633,12/28/2007,Pyne,Rubie,TX,368,Carpet,5.3077,2.25,2.1,828,772.8,1685.765662
