Order Number,first_name,last_name,State,Area,Material,Tax,CPSF,LCPSF,MaterialCost,LaborCost,TotalCost
51336,Nertie,Moxham,UT,947,Wood,5.9911,5.15,4.75,4877.05,4498.25,9936.983598
29750,Clarance,Vedenyapin,OK,851,Tile,5.4952,1.75,2.1,1489.25,1787.1,3456.391985
11865,Dugald,McCrachen,CA,620,Wood,6.5545,5.15,4.75,3193,2945,6540.31521
13463,Chryste,Santo,VA,839,Wood,6.1411,5.15,4.75,4320.85,3985.25,8816.185907
56211,Krishna,Davidsson,GA,248,Wood,6.4521,5.15,4.75,1277.2,1178,2613.611959
18748,Alix,Shickle,WV,802,Tile,5.6878,1.75,2.1,1403.5,1684.2,3263.322201
75588,Atalanta,Devinn,TX,547,Carpet,5.0888,2.25,2.1,1230.75,1148.7,2500.535452
18481,Coralyn,Seiler,OH,989,Tile,6.1354,1.75,2.1,1730.75,2076.9,4041.264558
70419,Augustus,Impey,CA,837,Carpet,5.6962,2.25,2.1,1883.25,1757.7,3848.345794
31649,Gunilla,Sopper,IA,383,Laminate,5.2961,3.5,4.15,1340.5,1589.45,3085.123082
73172,Carroll,Willetts,OH,749,Laminate,6.0634,3.5,4.15,2621.5,3108.35,6077.273725
20062,Aimee,Cockrem,MI,467,Carpet,6.1231,2.25,2.1,1050.75,980.7,2155.837715
63270,Annabel,Gerardeaux,CA,773,Wood,5.5312,5.15,4.75,3980.95,3671.75,8075.986142
57925,Gayle,Lasham,OH,458,Carpet,6.0079,2.25,2.1,1030.5,961.8,2111.995392
80775,Benson,Ivoshin,FL,136,Carpet,5.0442,2.25,2.1,306,285.6,621.4414872
82360,Dorolisa,Shemelt,TX,769,Carpet,6.2045,2.25,2.1,1730.25,1614.9,3552.699832
28913,Egan,Iceton,AL,524,Wood,5.1576,5.15,4.75,2698.6,2489,5455.155658
45530,Wendi,Stone Fewings,UT,969,Laminate,6.4011,3.5,4.15,3391.5,4021.35,7887.353941
20915,Felicity,Reboul,FL,332,Tile,5.7938,1.75,2.1,581,697.2,1352.256352
59304,Nils,Gioan,CA,142,Wood,5.9792,5.15,4.75,731.3,674.5,1489.855594
27825,Marlo,Timberlake,TX,238,Carpet,6.5311,2.25,2.1,535.5,499.8,1102.916478
65495,Merna,Pelfer,UT,598,Tile,5.7872,1.75,2.1,1046.5,1255.8,2435.538706
56000,Oswell,Sarath,GA,939,Laminate,6.503,3.5,4.15,3286.5,3896.85,7650.483251
19099,Hyacintha,Paice,NY,580,Carpet,6.4158,2.25,2.1,1305,1218,2684.870634
45156,Pooh,O'Currigan,AL,130,Tile,5.1792,1.75,2.1,227.5,273,526.421896
28243,Perry,MacGiolla Pheadair,CT,624,Carpet,5.7652,2.25,2.1,1404,1310.4,2870.890589
21320,Janie,DelaField,NY,574,Tile,6.4655,1.75,2.1,1004.5,1205.4,2352.781085
21543,Isaac,Houndson,IL,720,Tile,5.6891,1.75,2.1,1260,1512,2929.701852
24116,Freemon,Banisch,NC,134,Laminate,5.4219,3.5,4.15,469,556.1,1080.679897
59524,Ethyl,Bohje,VA,802,Tile,6.4774,1.75,2.1,1403.5,1684.2,3287.70268
38912,Ernie,Brobeck,PA,856,Laminate,5.7427,3.5,4.15,2996,3552.4,6924.454967
46096,Katheryn,Yokel,CT,993,Laminate,5.2192,3.5,4.15,3475.5,4120.95,7992.923918
75157,Jesse,Dei,DC,663,Laminate,5.3687,3.5,4.15,2320.5,2751.45,5344.24778
11682,Lishe,Tschierse,TX,181,Laminate,6.9243,3.5,4.15,633.5,751.15,1480.52732
87205,Hasty,Zylbermann,CA,875,Laminate,6.2794,3.5,4.15,3062.5,3631.25,7114.077338
81639,Danyelle,Haquin,DC,603,Laminate,5.2915,3.5,4.15,2110.5,2502.45,4857.044249
17068,Arnuad,McDuall,WA,512,Tile,5.2859,1.75,2.1,896,1075.2,2075.395661
42276,Gerard,Brind,FL,361,Wood,5.6576,5.15,4.75,1859.15,1714.75,3776.096966
40482,Barnie,Beeres,WA,993,Laminate,6.9407,3.5,4.15,3475.5,4120.95,8123.696805
20637,Rockey,Patience,OR,595,Wood,6.6895,5.15,4.75,3064.25,2826.25,6284.544998
57869,Sapphira,Dripps,NC,232,Laminate,6.5087,3.5,4.15,812,962.8,1890.316408
61234,Josselyn,Tzuker,IL,751,Tile,6.0665,1.75,2.1,1314.25,1577.1,3066.753748
65032,Franz,Thoma,DC,524,Laminate,6.1885,3.5,4.15,1834,2174.6,4256.672211
76530,Veronica,Nye,GA,536,Laminate,6.2213,3.5,4.15,1876,2224.4,4355.498185
83738,Gisela,Hughill,NY,594,Wood,6.2109,5.15,4.75,3059.1,2821.5,6245.838185
70381,Kyle,Bernardes,WA,718,Laminate,6.8858,3.5,4.15,2513,2979.7,5870.916337
39905,Joycelin,Pfaffel,SC,287,Tile,5.4231,1.75,2.1,502.25,602.7,1164.872543
49496,Sharline,Eland,OH,733,Carpet,5.745,2.25,2.1,1649.25,1539.3,3371.732198
65600,Bethena,Kemme,CO,872,Tile,5.2675,1.75,2.1,1526,1831.2,3534.04051
11496,Geoffrey,Clouston,NJ,223,Tile,6.7507,1.75,2.1,390.25,468.3,916.5081349
78286,Deeanne,Eccles,OH,270,Carpet,6.6329,2.25,2.1,607.5,567,1252.403411
33904,Alanna,Dering,MD,424,Laminate,6.4641,3.5,4.15,1484,1759.6,3453.269548
77606,Sebastien,Giacomi,CA,881,Carpet,6.644,2.25,2.1,1982.25,1850.1,4086.971334
59644,Mozelle,Wyld,FL,197,Carpet,6.8008,2.25,2.1,443.25,413.7,915.2294556
53893,Mildred,Langer,NY,412,Wood,5.975,5.15,4.75,2121.8,1957,4322.5083
78353,Ruy,Brou,FL,533,Wood,5.3846,5.15,4.75,2744.95,2531.75,5560.829188
87474,Brina,Dunstan,NC,432,Tile,6.2965,1.75,2.1,756,907.2,1767.923388
15202,Robbyn,Turmell,NY,857,Laminate,6.5849,3.5,4.15,2999.5,3556.55,6987.759336
61943,Ravid,Francello,CA,913,Wood,6.7922,5.15,4.75,4701.95,4336.75,9652.626581
56327,Theadora,Kington,NY,659,Wood,6.0018,5.15,4.75,3393.85,3130.25,6915.663434
86315,Joshua,Elkington,CO,886,Carpet,6.9549,2.25,2.1,1993.5,1860.6,4122.148801
64969,Emmi,Blevin,AZ,359,Tile,5.8616,1.75,2.1,628.25,753.9,1463.166104
33933,Alberik,Samwayes,TX,456,Wood,5.314,5.15,4.75,2348.4,2166,4754.295216
58993,Chic,Coetzee,DC,530,Tile,6.1834,1.75,2.1,927.5,1113,2166.672277
30978,Melodee,Redparth,IL,428,Tile,5.2928,1.75,2.1,749,898.8,1735.014758
86216,Aili,Brandenberg,TX,418,Tile,6.2498,1.75,2.1,731.5,877.8,1709.878031
25827,Charita,Hallawell,LA,290,Laminate,5.8283,3.5,4.15,1015,1203.5,2347.800836
69820,Montague,Kirsop,CT,682,Tile,6.7395,1.75,2.1,1193.5,1432.2,2802.659052
31888,Napoleon,Bartolommeo,OH,521,Tile,6.6691,1.75,2.1,911.75,1094.1,2139.622142
75349,Cathi,Peniello,TX,336,Carpet,5.4075,2.25,2.1,756,705.6,1540.63602
11463,Camala,Menezes,VA,155,Carpet,5.0771,2.25,2.1,348.75,325.5,708.4823468
82987,Noll,Rudolfer,PA,905,Carpet,5.5826,2.25,2.1,2036.25,1900.5,4156.523006
24848,Casey,Bakeup,TX,121,Laminate,6.6422,3.5,4.15,423.5,502.15,987.1335243
56037,Dee,Rogan,GA,836,Laminate,5.6812,3.5,4.15,2926,3469.4,6758.735465
59162,Julee,Bum,KY,341,Wood,5.2955,5.15,4.75,1756.15,1619.75,3554.670785
77746,Sallee,Kastel,CA,594,Wood,5.9795,5.15,4.75,3059.1,2821.5,6232.230477
60955,Clea,Macconachy,OH,671,Tile,5.2151,1.75,2.1,1174.25,1409.1,2718.074286
34291,Gilemette,Shildrake,NV,628,Wood,5.2458,5.15,4.75,3234.2,2983,6543.341878
58453,Hadleigh,Lumley,FL,776,Wood,5.391,5.15,4.75,3996.4,3686,8096.558184
29926,Simmonds,Coverley,MI,126,Laminate,6.4953,3.5,4.15,441,522.9,1026.508197
76398,Darice,Symcoxe,NY,517,Wood,6.1807,5.15,4.75,2662.55,2455.75,5434.646768
21660,Charity,Kittman,WA,173,Carpet,5.8238,2.25,2.1,389.25,363.3,796.3770069
32075,Baudoin,Bohler,VA,744,Tile,6.8632,1.75,2.1,1302,1562.4,3060.989501
75713,Hortensia,Posse,TX,459,Tile,6.766,1.75,2.1,803.25,963.9,1886.715369
67463,Daveta,Maudlin,DE,799,Laminate,5.884,3.5,4.15,2796.5,3315.85,6472.000674
88665,Kathie,Scrange,FL,630,Tile,5.8083,1.75,2.1,1102.5,1323,2566.380317
67480,Rubetta,Matthias,MO,966,Carpet,5.8316,2.25,2.1,2173.5,2028.6,4447.149664
60910,Brooks,Gietz,TX,528,Carpet,6.607,2.25,2.1,1188,1108.8,2448.549576
64817,Fransisco,Poller,AZ,929,Carpet,5.4604,2.25,2.1,2090.25,1950.9,4261.812955
86206,Ferdinand,Penrice,SC,726,Laminate,5.2787,3.5,4.15,2541,3012.9,5847.073719
45982,Drugi,O'Farrell,MA,900,Tile,6.856,1.75,2.1,1575,1890,3702.5604
39446,Lonny,Cudiff,WA,757,Carpet,6.4933,2.25,2.1,1703.25,1589.7,3506.771122
89278,Kahlil,Noblett,OH,357,Carpet,5.3526,2.25,2.1,803.25,749.7,1636.073202
38450,Donn,Jochanany,FL,742,Laminate,6.9889,3.5,4.15,2597,3079.3,6073.010931
11575,Van,Pitone,TX,779,Tile,5.8457,1.75,2.1,1363.25,1635.9,3174.471312
40179,Godart,Cromley,TN,273,Wood,6.9505,5.15,4.75,1405.95,1296.75,2890.551164
81233,Kerrin,Meuse,KY,620,Carpet,6.9048,2.25,2.1,1395,1302,2883.222456
20201,Uriah,Rockingham,OH,607,Wood,5.3887,5.15,4.75,3126.05,2883.25,6333.123149
46921,Annecorinne,Bisset,CA,740,Laminate,5.6921,3.5,4.15,2590,3071,5983.229781
58072,Aubrette,Janu,UT,436,Wood,6.8418,5.15,4.75,2245.4,2071,4611.719455
25180,Jan,Findlow,VA,365,Tile,5.8653,1.75,2.1,638.75,766.5,1487.672128
11521,Elbertine,Merrifield,WA,169,Carpet,5.8347,2.25,2.1,380.25,354.9,778.0437971
26762,Martha,Letchmore,VA,644,Wood,5.8854,5.15,4.75,3316.6,3059,6750.829562
86013,Marilyn,Ivakhno,NY,310,Carpet,6.8879,2.25,2.1,697.5,651,1441.383332
51268,Brear,Keizman,NC,645,Tile,6.5807,1.75,2.1,1128.75,1354.5,2646.665233
48384,Rowland,Ballam,IL,716,Carpet,5.6621,2.25,2.1,1611,1503.6,3290.951767
48377,Melodee,Pinney,MA,354,Tile,6.8755,1.75,2.1,619.5,743.4,1456.60619
50363,Bourke,Hudspeth,MN,913,Carpet,6.5835,2.25,2.1,2054.25,1917.3,4233.016994
19415,Consuelo,Kermeen,AZ,686,Laminate,6.3229,3.5,4.15,2401,2846.9,5579.719469
44249,Vitoria,Borne,OK,641,Tile,6.3435,1.75,2.1,1121.75,1346.1,2624.398065
75745,Tiffani,Tofano,AL,256,Wood,6.2428,5.15,4.75,1318.4,1216,2692.617523
62196,Nert,Renny,MI,675,Laminate,5.0133,3.5,4.15,2362.5,2801.25,5422.624279
89170,Erna,Longmead,NY,556,Wood,5.1232,5.15,4.75,2863.4,2641,5786.401421
34210,Mimi,Dwelly,WA,393,Wood,6.2473,5.15,4.75,2023.95,1866.75,4133.763701
66037,Darryl,Boise,CA,153,Wood,5.6219,5.15,4.75,787.95,726.75,1599.854919
18989,Darcy,Enrietto,CA,253,Wood,5.1099,5.15,4.75,1302.95,1201.75,2632.687665
59784,Joyann,Hurne,TX,234,Wood,5.4254,5.15,4.75,1205.1,1111.5,2442.284816
63568,Rosco,Sills,CA,492,Tile,5.9328,1.75,2.1,861,1033.2,2006.579098
55933,Adriena,Cherrington,NV,397,Tile,6.5868,1.75,2.1,694.75,833.7,1629.125945
70967,Darlene,Testo,FL,993,Laminate,6.4171,3.5,4.15,3475.5,4120.95,8083.921793
26782,Molly,Gristock,AZ,182,Carpet,5.0238,2.25,2.1,409.5,382.2,831.4734246
37462,Ewell,Ferraraccio,AL,655,Wood,6.8699,5.15,4.75,3373.25,3111.25,6929.978666
77297,Justina,Cavnor,ND,372,Carpet,6.7104,2.25,2.1,837,781.2,1726.787693
38515,Barbe,Firpi,ID,346,Carpet,6.4573,2.25,2.1,778.5,726.6,1602.288822
32381,Rosalinda,Gwyllt,CO,803,Carpet,5.6051,2.25,2.1,1806.75,1686.3,3688.838946
58321,Corrine,Cashley,ID,701,Tile,5.4247,1.75,2.1,1226.75,1472.1,2845.254516
40310,Emilie,Pisculli,IA,286,Carpet,5.6834,2.25,2.1,643.5,600.6,1314.807179
16211,Leola,Riccione,TN,629,Tile,5.236,1.75,2.1,1100.75,1320.9,2548.447594
26577,Bing,Bleibaum,TX,632,Wood,5.6979,5.15,4.75,3254.8,3002,6613.306207
83465,Gayleen,Samuels,CA,210,Carpet,5.9153,2.25,2.1,472.5,441,967.5362655
80495,Jarred,Parsisson,VA,665,Carpet,5.6853,2.25,2.1,1496.25,1396.5,3057.211516
63419,Valene,Clohissy,CA,185,Tile,6.5397,1.75,2.1,323.75,388.5,758.8290133
12930,Frederich,Lawn,MO,660,Wood,6.0162,5.15,4.75,3399,3135,6927.098508
74377,Eryn,MacKniely,MS,534,Carpet,6.6512,2.25,2.1,1201.5,1121.4,2477.400725
89985,Byrom,Mabb,IL,393,Carpet,5.8077,2.25,2.1,884.25,825.3,1808.835535
70465,Joye,Beuscher,OH,972,Laminate,6.4966,3.5,4.15,3402,4033.8,7918.874183
59632,Nicol,Docharty,AL,964,Carpet,6.2022,2.25,2.1,2169,2024.4,4453.483055
70600,Liva,Maben,CA,878,Wood,5.5627,5.15,4.75,4521.7,4170.5,9175.721009
51910,Ugo,Doward,AZ,168,Carpet,6.9049,2.25,2.1,378,352.8,781.2610092
71138,Tonya,Grishmanov,DC,198,Tile,6.1008,1.75,2.1,346.5,415.8,808.8063984
75739,Mada,Gladtbach,MN,231,Tile,5.3365,1.75,2.1,404.25,485.1,936.8101628
68564,Ashlen,Colt,CO,279,Wood,5.7526,5.15,4.75,1436.85,1325.25,2920.992565
43523,Robinia,Rosenblum,MO,488,Wood,5.5421,5.15,4.75,2513.2,2318,5098.949935
87214,Roy,Clarabut,TX,225,Tile,5.6543,1.75,2.1,393.75,472.5,915.2303738
52434,Tamma,Livingstone,OK,174,Tile,5.7577,1.75,2.1,304.5,365.4,708.4708323
37524,Zuzana,Ibert,LA,506,Carpet,6.682,2.25,2.1,1138.5,1062.6,2348.177502
10618,Monroe,Clell,NY,306,Carpet,6.4596,2.25,2.1,688.5,642.6,1417.083736
49114,Simmonds,Muspratt,NE,930,Laminate,5.3634,3.5,4.15,3255,3859.5,7496.079093
18405,Romonda,Mullord,CA,832,Carpet,6.1068,2.25,2.1,1872,1747.2,3840.217306
65338,Evania,Bartley,TX,462,Carpet,5.4712,2.25,2.1,1039.5,970.2,2119.654706
42688,Luciano,Ikins,CA,181,Carpet,5.8293,2.25,2.1,407.25,380.1,833.2469936
33463,Serge,Whooley,CA,629,Laminate,6.3993,3.5,4.15,2201.5,2610.35,5119.774717
88191,Abey,Gerlack,CA,202,Wood,6.876,5.15,4.75,1040.3,959.5,2137.306248
74025,Mela,Top,VA,155,Carpet,5.6127,2.25,2.1,348.75,325.5,712.0936298
56126,Beverie,Dietzler,AZ,771,Tile,5.9612,1.75,2.1,1349.25,1619.1,3145.29928
29779,Pancho,Maulkin,TX,986,Carpet,5.212,2.25,2.1,2218.5,2070.6,4512.647892
44783,Madelena,Grimmett,NE,131,Wood,5.7897,5.15,4.75,674.65,622.25,1371.986619
69798,Peter,Brason,IN,371,Laminate,5.4089,3.5,4.15,1298.5,1539.65,2991.662695
38500,Sylvan,Doncom,GA,163,Laminate,5.9972,3.5,4.15,570.5,676.45,1321.732085
12138,Josephina,Chesnut,NC,773,Laminate,5.7068,3.5,4.15,2705.5,3207.95,6250.918765
41358,Raeann,Beeres,LA,761,Wood,6.8895,5.15,4.75,3919.15,3614.75,8052.948041
62967,Cheston,Trafford,AL,469,Laminate,6.0152,3.5,4.15,1641.5,1946.35,3803.666353
78723,Bronnie,Penchen,MN,730,Tile,6.5296,1.75,2.1,1277.5,1533,2994.014408
87910,Anson,Justun,PA,988,Carpet,5.6843,2.25,2.1,2223,2074.8,4542.099845
62817,Harris,Straun,CA,631,Carpet,5.8308,2.25,2.1,1419.75,1325.1,2904.896714
41091,Erv,Diwell,MA,479,Laminate,5.2981,3.5,4.15,1676.5,1987.85,3858.490927
19396,Stearne,Lidden,CA,484,Wood,5.5942,5.15,4.75,2492.6,2299,5059.651687
68009,Sergeant,Stathor,LA,381,Tile,6.6519,1.75,2.1,666.75,800.1,1564.423395
41959,Melinda,Lawlor,NM,435,Tile,6.7387,1.75,2.1,761.25,913.5,1787.606378
50364,Terra,Sharpley,PA,462,Tile,5.9135,1.75,2.1,808.5,970.2,1883.883425
38866,Tasia,Jeays,AZ,773,Tile,6.3497,1.75,2.1,1352.75,1623.3,3165.020247
37345,Anita,Antoszczyk,MD,411,Carpet,5.0859,2.25,2.1,924.75,863.1,1878.778263
47548,Karmen,Blaszczak,CO,412,Wood,5.5408,5.15,4.75,2121.8,1957,4304.79815
82746,Kirby,Fleg,NY,825,Tile,5.054,1.75,2.1,1443.75,1732.5,3336.777675
30479,Abagail,Mayler,NE,673,Wood,5.4988,5.15,4.75,3465.95,3196.75,7029.068548
30122,Jo,Gatch,IA,383,Tile,6.3717,1.75,2.1,670.25,804.3,1568.503902
53253,Dulcia,Hachard,OH,299,Carpet,5.4089,2.25,2.1,672.75,627.9,1371.000858
68941,Donetta,Lukianov,TX,101,Wood,6.7794,5.15,4.75,520.15,479.75,1067.687221
71881,Lindsey,Coppock.,PA,494,Laminate,6.9949,3.5,4.15,1729,2050.1,4043.444266
53581,Philbert,Heijnen,FL,547,Tile,5.4678,1.75,2.1,957.25,1148.7,2221.099134
71461,Florrie,Slingsby,TX,220,Laminate,5.4919,3.5,4.15,770,913,1775.428677
73996,Valene,O'Suaird,FL,576,Wood,5.6594,5.15,4.75,2966.4,2736,6025.121626
50018,Alano,Challis,NC,260,Laminate,6.0141,3.5,4.15,910,1079,2108.620449
49491,Evvie,Haliburn,DC,466,Wood,5.1122,5.15,4.75,2399.9,2213.5,4849.246235
43385,Rubi,Abbatt,IN,788,Laminate,5.9695,3.5,4.15,2758,3270.2,6388.053399
69273,Debra,Raine,CA,313,Carpet,6.4831,2.25,2.1,704.25,657.3,1449.820648
68701,Lilly,Poytheras,PA,574,Wood,5.3372,5.15,4.75,2956.1,2726.5,5985.891727
37769,Sukey,Toffts,CA,313,Laminate,6.4372,3.5,4.15,1095.5,1298.95,2548.585535
77672,Zea,Jinks,GA,167,Laminate,6.6908,3.5,4.15,584.5,693.05,1363.028315
23871,Darin,Hawkswell,FL,632,Carpet,6.945,2.25,2.1,1422,1327.2,2940.13194
27911,Lind,Scarrisbrick,NV,266,Carpet,5.662,2.25,2.1,598.5,558.6,1222.615002
49866,Megen,Samways,NY,248,Wood,5.816,5.15,4.75,1277.2,1178,2597.994432
53001,Eileen,Liddle,TX,119,Laminate,5.5006,3.5,4.15,416.5,493.85,960.4247121
61158,Olympia,Fairtlough,LA,816,Tile,6.2103,1.75,2.1,1428,1713.6,3336.702785
84986,Angelico,Cran,FL,776,Tile,5.1455,1.75,2.1,1358,1629.6,3141.326958
52062,Dani,Jandak,CA,936,Carpet,5.2842,2.25,2.1,2106,1965.6,4286.751487
36776,Herta,Jessope,FL,485,Tile,6.2407,1.75,2.1,848.75,1018.5,1983.779471
61386,Elita,Milthorpe,KS,623,Carpet,6.0178,2.25,2.1,1401.75,1308.3,2873.135389
29145,Yank,Hafford,MD,990,Carpet,6.9067,2.25,2.1,2227.5,2079,4603.937036
63645,Slade,Rymell,TX,666,Carpet,5.2353,2.25,2.1,1498.5,1398.6,3048.771876
68768,Onfroi,Featherston,CA,227,Wood,6.7056,5.15,4.75,1169.05,1078.25,2397.994949
47826,Vaughan,Ottley,GA,797,Tile,6.6083,1.75,2.1,1394.75,1673.7,3271.222381
13426,Maiga,Pymar,WV,398,Wood,6.0172,5.15,4.75,2049.7,1890.5,4177.289714
83601,Lion,Meredyth,NV,945,Carpet,6.9265,2.25,2.1,2126.25,1984.5,4395.481099
19633,Bar,Kehoe,WA,528,Tile,5.1404,1.75,2.1,924,1108.8,2137.294051
60089,Jobie,Tramel,CA,699,Tile,5.3698,1.75,2.1,1223.25,1467.9,2835.659373
57196,Tulley,Moxham,RI,169,Laminate,5.996,3.5,4.15,591.5,701.35,1370.369286
46633,Rubie,Pyne,TX,368,Carpet,5.3077,2.25,2.1,828,772.8,1685.765662
89955,Jelene,Bampton,TX,821,Carpet,6.601,2.25,2.1,1847.25,1724.1,3807.094814
34266,Davidson,Eyckelbeck,FL,754,Laminate,6.663,3.5,4.15,2639,3129.1,6152.428503
21544,Ola,Gayden,CA,475,Tile,6.0571,1.75,2.1,831.25,997.5,1939.519216
44175,Ramonda,Bayman,CT,180,Tile,5.7333,1.75,2.1,315,378,732.731769
10347,Elfreda,Dewen,DC,334,Laminate,6.8048,3.5,4.15,1169,1386.1,2728.969445
84140,Kit,Sconce,FL,233,Wood,5.0878,5.15,4.75,1199.95,1106.75,2424.060283
11089,Luisa,Bizzey,PA,926,Carpet,6.5945,2.25,2.1,2083.5,1944.6,4293.733055
45313,Bucky,Hocking,LA,503,Carpet,5.8962,2.25,2.1,1131.75,1056.3,2317.061804
88052,Jakie,Oiller,NM,106,Carpet,5.5953,2.25,2.1,238.5,222.6,486.8999283
63344,Joyous,Baudi,TX,107,Carpet,5.6608,2.25,2.1,240.75,224.7,491.7981936
57650,Thorny,Bolzen,OK,880,Carpet,5.8461,2.25,2.1,1980,1848,4051.788708
51931,Bonnie,Ambrosi,VA,522,Carpet,5.3861,2.25,2.1,1174.5,1096.2,2393.002173
48490,Maribelle,Droogan,NY,175,Wood,6.4398,5.15,4.75,901.25,831.25,1844.069535
64349,Ania,Jancey,CO,181,Carpet,6.96,2.25,2.1,407.25,380.1,842.14956
10749,Dorey,Dedenham,TX,400,Wood,5.066,5.15,4.75,2060,1900,4160.6136
65860,Demetrius,Stansall,CA,315,Tile,6.8693,1.75,2.1,551.25,661.5,1296.057436
